"filename", "language", "JavaScript", "JSON", "XML", "Java", "Properties", "Batch", "comment", "blank", "total"
"e:\wx-miniapp\Mutual Assistance Platform\back-end\.mvn\wrapper\MavenWrapperDownloader.java", "Java", 0, 0, 0, 76, 0, 0, 31, 11, 118
"e:\wx-miniapp\Mutual Assistance Platform\back-end\.mvn\wrapper\maven-wrapper.properties", "Properties", 0, 0, 0, 0, 2, 0, 0, 1, 3
"e:\wx-miniapp\Mutual Assistance Platform\back-end\mvnw.cmd", "Batch", 0, 0, 0, 0, 0, 96, 51, 36, 183
"e:\wx-miniapp\Mutual Assistance Platform\back-end\pom.xml", "XML", 0, 0, 75, 0, 0, 0, 3, 4, 82
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\MutualAssistancePlatformApplication.java", "Java", 0, 0, 0, 11, 0, 0, 0, 5, 16
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\config\WebSocketStompConfig.java", "Java", 0, 0, 0, 11, 0, 0, 0, 3, 14
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\controller\AccountController.java", "Java", 0, 0, 0, 41, 0, 0, 0, 13, 54
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\controller\ChatController.java", "Java", 0, 0, 0, 21, 0, 0, 0, 7, 28
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\controller\ContentController.java", "Java", 0, 0, 0, 43, 0, 0, 0, 12, 55
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\controller\MessageController.java", "Java", 0, 0, 0, 15, 0, 0, 0, 5, 20
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\controller\MyController.java", "Java", 0, 0, 0, 30, 0, 0, 0, 9, 39
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\controller\PostController.java", "Java", 0, 0, 0, 36, 0, 0, 0, 11, 47
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\controller\SearchController.java", "Java", 0, 0, 0, 17, 0, 0, 0, 7, 24
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\controller\SessionController.java", "Java", 0, 0, 0, 15, 0, 0, 0, 6, 21
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\Account.java", "Java", 0, 0, 0, 21, 0, 0, 0, 7, 28
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\App.java", "Java", 0, 0, 0, 35, 0, 0, 0, 5, 40
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\Chat.java", "Java", 0, 0, 0, 13, 0, 0, 0, 3, 16
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\Content.java", "Java", 0, 0, 0, 18, 0, 0, 0, 4, 22
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\Login.java", "Java", 0, 0, 0, 14, 0, 0, 0, 5, 19
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\Message.java", "Java", 0, 0, 0, 11, 0, 0, 0, 3, 14
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\MyPost.java", "Java", 0, 0, 0, 18, 0, 0, 0, 3, 21
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\Post.java", "Java", 0, 0, 0, 20, 0, 0, 0, 5, 25
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\PostDetail.java", "Java", 0, 0, 0, 21, 0, 0, 0, 4, 25
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\entity\PostMini.java", "Java", 0, 0, 0, 16, 0, 0, 0, 3, 19
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\AccountMapper.java", "Java", 0, 0, 0, 15, 0, 0, 0, 9, 24
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\ChatMapper.java", "Java", 0, 0, 0, 13, 0, 0, 0, 7, 20
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\ContentMapper.java", "Java", 0, 0, 0, 13, 0, 0, 0, 6, 19
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\LoginMapper.java", "Java", 0, 0, 0, 10, 0, 0, 0, 5, 15
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\MessageMapper.java", "Java", 0, 0, 0, 11, 0, 0, 0, 6, 17
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\MyMapper.java", "Java", 0, 0, 0, 12, 0, 0, 0, 8, 20
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\PostMapper.java", "Java", 0, 0, 0, 27, 0, 0, 0, 14, 41
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\SearchMapper.java", "Java", 0, 0, 0, 8, 0, 0, 0, 6, 14
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\mapper\SessionMapper.java", "Java", 0, 0, 0, 8, 0, 0, 0, 4, 12
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\AccountService.java", "Java", 0, 0, 0, 11, 0, 0, 0, 11, 22
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\ChatService.java", "Java", 0, 0, 0, 7, 0, 0, 0, 5, 12
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\ContentService.java", "Java", 0, 0, 0, 7, 0, 0, 0, 6, 13
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\AccountServiceImpl.java", "Java", 0, 0, 0, 71, 0, 0, 0, 16, 87
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\ChatServiceImpl.java", "Java", 0, 0, 0, 47, 0, 0, 0, 13, 60
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\ContentServiceImpl.java", "Java", 0, 0, 0, 35, 0, 0, 0, 10, 45
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\LoginServiceImpl.java", "Java", 0, 0, 0, 23, 0, 0, 0, 8, 31
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\MessageServiceImpl.java", "Java", 0, 0, 0, 8, 0, 0, 0, 4, 12
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\MyServiceImpl.java", "Java", 0, 0, 0, 45, 0, 0, 0, 12, 57
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\PostServiceImpl.java", "Java", 0, 0, 0, 59, 0, 0, 0, 13, 72
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\SearchServiceImpl.java", "Java", 0, 0, 0, 16, 0, 0, 0, 7, 23
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\Impl\SessionServiceImpl.java", "Java", 0, 0, 0, 21, 0, 0, 0, 8, 29
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\LoginService.java", "Java", 0, 0, 0, 4, 0, 0, 0, 4, 8
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\MessageService.java", "Java", 0, 0, 0, 3, 0, 0, 0, 3, 6
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\MyService.java", "Java", 0, 0, 0, 10, 0, 0, 0, 8, 18
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\PostService.java", "Java", 0, 0, 0, 12, 0, 0, 0, 9, 21
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\SearchService.java", "Java", 0, 0, 0, 6, 0, 0, 0, 4, 10
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\java\cn\iwannnn\mutualassistanceplatform\service\SessionService.java", "Java", 0, 0, 0, 5, 0, 0, 0, 4, 9
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\resources\application.properties", "Properties", 0, 0, 0, 0, 5, 0, 0, 1, 6
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\main\resources\mybatis-config.xml", "XML", 0, 0, 10, 0, 0, 0, 7, 0, 17
"e:\wx-miniapp\Mutual Assistance Platform\back-end\src\test\java\cn\iwannnn\mutualassistanceplatform\MutualAssistancePlatformApplicationTests.java", "Java", 0, 0, 0, 9, 0, 0, 0, 5, 14
"e:\wx-miniapp\Mutual Assistance Platform\front-end\app.js", "JavaScript", 59, 0, 0, 0, 0, 0, 7, 2, 68
"e:\wx-miniapp\Mutual Assistance Platform\front-end\app.json", "JSON", 0, 56, 0, 0, 0, 0, 0, 0, 56
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\@miniprogram-component-plus\emoji\index.js", "JavaScript", 248, 0, 0, 0, 0, 0, 21, 17, 286
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\@miniprogram-component-plus\emoji\index.json", "JSON", 0, 5, 0, 0, 0, 0, 0, 0, 5
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\actionsheet\actionsheet.js", "JavaScript", 153, 0, 0, 0, 0, 0, 31, 9, 193
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\actionsheet\actionsheet.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\badge\badge.js", "JavaScript", 91, 0, 0, 0, 0, 0, 17, 6, 114
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\badge\badge.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\cell\cell.js", "JavaScript", 198, 0, 0, 0, 0, 0, 22, 11, 231
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\cell\cell.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 6
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\cells\cells.js", "JavaScript", 151, 0, 0, 0, 0, 0, 17, 15, 183
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\cells\cells.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\checkbox-group\checkbox-group.js", "JavaScript", 187, 0, 0, 0, 0, 0, 17, 22, 226
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\checkbox-group\checkbox-group.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 6
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\checkbox\checkbox.js", "JavaScript", 152, 0, 0, 0, 0, 0, 17, 15, 184
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\checkbox\checkbox.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 1, 8
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\dialog\dialog.js", "JavaScript", 148, 0, 0, 0, 0, 0, 22, 12, 182
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\dialog\dialog.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\form-page\form-page.js", "JavaScript", 109, 0, 0, 0, 0, 0, 19, 10, 138
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\form-page\form-page.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\form\form.js", "JavaScript", 573, 0, 0, 0, 0, 0, 34, 138, 745
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\form\form.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\gallery\gallery.js", "JavaScript", 157, 0, 0, 0, 0, 0, 19, 16, 192
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\gallery\gallery.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\grids\grids.js", "JavaScript", 123, 0, 0, 0, 0, 0, 17, 9, 149
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\grids\grids.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\half-screen-dialog\half-screen-dialog.js", "JavaScript", 149, 0, 0, 0, 0, 0, 24, 12, 185
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\half-screen-dialog\half-screen-dialog.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\icon\icon.js", "JavaScript", 511, 0, 0, 0, 0, 0, 21, 37, 569
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\icon\icon.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\index.js", "JavaScript", 77, 0, 0, 0, 0, 0, 17, 6, 100
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\loading\loading.js", "JavaScript", 107, 0, 0, 0, 0, 0, 20, 7, 134
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\loading\loading.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\msg\msg.js", "JavaScript", 109, 0, 0, 0, 0, 0, 22, 6, 137
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\msg\msg.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\navigation-bar\navigation-bar.js", "JavaScript", 165, 0, 0, 0, 0, 0, 30, 16, 211
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\navigation-bar\navigation-bar.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\package.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 7
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\searchbar\searchbar.js", "JavaScript", 191, 0, 0, 0, 0, 0, 32, 20, 243
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\searchbar\searchbar.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 7
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\slideview\slideview.js", "JavaScript", 175, 0, 0, 0, 0, 0, 31, 19, 225
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\slideview\slideview.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\slideview\slideview.wxs", "XML", 0, 0, 243, 0, 0, 0, 0, 0, 243
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\static\icon\s-arrow-back.svg", "XML", 0, 0, 19, 0, 0, 0, 1, 1, 21
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\tabbar\tabbar.js", "JavaScript", 112, 0, 0, 0, 0, 0, 17, 9, 138
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\tabbar\tabbar.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 6
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\toptips\toptips.js", "JavaScript", 144, 0, 0, 0, 0, 0, 18, 12, 174
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\toptips\toptips.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\uploader\uploader.js", "JavaScript", 267, 0, 0, 0, 0, 0, 26, 23, 316
"e:\wx-miniapp\Mutual Assistance Platform\front-end\miniprogram_npm\weui-miniprogram\uploader\uploader.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 1, 7
"e:\wx-miniapp\Mutual Assistance Platform\front-end\package-lock.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 1, 36
"e:\wx-miniapp\Mutual Assistance Platform\front-end\package.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 1, 7
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\about\about.js", "JavaScript", 20, 0, 0, 0, 0, 0, 28, 18, 66
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\about\about.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\detail\detail.js", "JavaScript", 55, 0, 0, 0, 0, 0, 4, 1, 60
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\detail\detail.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\index\index.js", "JavaScript", 134, 0, 0, 0, 0, 0, 4, 2, 140
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\index\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\logs\logs.js", "JavaScript", 13, 0, 0, 0, 0, 0, 1, 2, 16
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\logs\logs.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\message\chat\chat.js", "JavaScript", 137, 0, 0, 0, 0, 0, 7, 3, 147
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\message\chat\chat.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\message\message.js", "JavaScript", 21, 0, 0, 0, 0, 0, 9, 2, 32
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\message\message.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\my.js", "JavaScript", 81, 0, 0, 0, 0, 0, 2, 0, 83
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\my.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\myHelp\detail\detail.js", "JavaScript", 50, 0, 0, 0, 0, 0, 1, 1, 52
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\myHelp\detail\detail.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\myHelp\myHelp.js", "JavaScript", 57, 0, 0, 0, 0, 0, 1, 1, 59
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\myHelp\myHelp.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\myPost\detail\detail.js", "JavaScript", 54, 0, 0, 0, 0, 0, 1, 2, 57
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\myPost\detail\detail.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\myPost\myPost.js", "JavaScript", 57, 0, 0, 0, 0, 0, 1, 1, 59
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\my\myPost\myPost.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\post\post.js", "JavaScript", 156, 0, 0, 0, 0, 0, 8, 1, 165
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\post\post.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\search\search.js", "JavaScript", 69, 0, 0, 0, 0, 0, 1, 1, 71
"e:\wx-miniapp\Mutual Assistance Platform\front-end\pages\search\search.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\project.config.json", "JSON", 0, 75, 0, 0, 0, 0, 0, 0, 75
"e:\wx-miniapp\Mutual Assistance Platform\front-end\sitemap.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 7
"e:\wx-miniapp\Mutual Assistance Platform\front-end\utils\http.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 1, 3
"e:\wx-miniapp\Mutual Assistance Platform\front-end\utils\util.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 7, 36
"Total", "-", 5291, 329, 347, 1019, 7, 96, 679, 885, 8653